symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime,Reason,relavant_columns,companyName,volume,week1AvgVolume,week1volChange,week2AvgVolume,week2volChange,ltp,turnover,series,open_price,high_price,low_price,prev_price,net_price,trade_quantity,market_type,ca_ex_dt,ca_purpose,perChange,date,name,clientName,buySell,qty,watp,remarks
ICICIBANK,ICICIBANKEQN,1309.7,3.207249802994487,0.0,14246230.0,18497447494.300003,1269.0,12-Aug-2024,DIVIDEND - RS 10 PER SHARE,1362.35,1048.1,40.700000000000045,1285.5,0.0,1309.9,1280.65,18-Mar-2025 15:09:55,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
RELIANCE,RELIANCEEQN,1238.75,-0.008072002260153293,0.0,14058667.0,17417985479.65,1238.85,28-Oct-2024,BONUS 1:1,1608.8,1156.0,-0.09999999999990905,1244.7,0.0,1248.35,1235.0,18-Mar-2025 15:09:55,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCBANK,HDFCBANKEQN,1730.0,1.1459307764265614,0.0,9843800.0,17018355192.0,1710.4,10-May-2024,DIVIDEND - RS 19.50 PER SHARE,1880.0,1421.25,19.59999999999991,1728.0,0.0,1737.4,1715.05,18-Mar-2025 15:09:55,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
ZOMATO,ZOMATOEQN,217.54,6.799548333251507,0.0,67804917.0,14437700976.810001,203.69,,,304.7,146.3,13.849999999999994,204.28,0.0,217.64,204.28,18-Mar-2025 15:09:54,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
BSE,BSEEQN,4156.95,4.911226923416657,0.0,2921298.0,11848404919.26,3962.35,14-Jun-2024,DIVIDEND - RS 15 PER SHARE,6133.4,1941.05,194.5999999999999,4008.0,0.0,4158.0,3980.0,18-Mar-2025 15:09:55,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
TRITURBINE,TRITURBINEEQN,579.0,13.7524557956778,0.0,19494677.0,11008254208.359999,509.0,06-Feb-2025,INTERIM DIVIDEND - RS 2 PER SHARE,885.0,458.4,70.0,515.0,0.0,600.6,515.0,18-Mar-2025 15:09:54,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
MASTEK,MASTEKEQN,2440.05,15.467064168086333,0.0,4395851.0,10569472061.42,2113.2,24-Jan-2025,INTERIM DIVIDEND - RS 7 PER SHARE,3375.0,2061.05,326.85000000000036,2120.05,0.0,2520.0,2116.25,18-Mar-2025 15:09:55,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
TCS,TCSEQN,3553.75,1.6024816307859502,0.0,2847624.0,10048382332.56,3497.7,17-Jan-2025,INTERIM DIVIDEND - RS 10 PER SHARE SPECIAL DIVIDEND - RS 66 PER SHARE,4592.25,3457.0,56.05000000000018,3502.35,0.0,3554.25,3478.45,18-Mar-2025 15:09:54,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
KOTAKBANK,KOTAKBANKEQN,2032.55,1.979328683959663,0.0,4689118.0,9476191675.02,1993.1,19-Jul-2024,DIVIDEND - RS 2 PER SHARE,2038.8,1543.85,39.450000000000045,2000.0,0.0,2038.8,1988.6,18-Mar-2025 15:09:54,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
BHARTIARTL,BHARTIARTLEQN,1626.45,-0.7747918128298231,0.0,5641237.0,9225114866.1,1639.15,07-Aug-2024,DIVIDEND - RS 8 PER SHARE,1779.0,1183.1,-12.700000000000045,1649.5,0.0,1655.0,1622.1,18-Mar-2025 15:09:54,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
OLAELEC,OLAELECEQN,52.3,11.442574046452156,0.0,175675531.0,9140397877.93,46.93,,,157.4,46.37,5.369999999999997,46.37,0.0,54.37,46.37,18-Mar-2025 15:09:52,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
MOBIKWIK,MOBIKWIKEQN,297.95,19.995972613773652,0.0,32681880.0,8987843818.8,248.3,,,698.3,231.1,49.64999999999998,253.0,0.0,297.95,248.45,18-Mar-2025 15:09:50,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
INFY,INFYEQN,1610.4,1.2798339674853079,0.0,5566314.0,8913394271.34,1590.05,29-Oct-2024,INTERIM DIVIDEND - RS 21 PER SHARE,2006.45,1358.35,20.350000000000136,1597.65,0.0,1610.75,1582.35,18-Mar-2025 15:09:54,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,M&MEQN,2790.8,3.1661830212742395,0.0,3200701.0,8857299877.300001,2705.15,05-Jul-2024,ANNUAL GENERAL MEETING/DIVIDEND - RS 21.10 PER SHARE,3270.95,1801.05,85.65000000000009,2732.3,0.0,2798.0,2715.05,18-Mar-2025 15:09:54,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
BAJFINANCE,BAJFINANCEEQN,8694.1,1.325703496943598,0.0,1005176.0,8643156612.4,8580.35,21-Jun-2024,DIVIDEND - RS 36 PER SHARE,8739.0,6375.7,113.75,8615.0,0.0,8698.8,8494.8,18-Mar-2025 15:09:55,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
PAYTM,PAYTMEQN,739.65,7.366816664247351,0.0,10660603.0,7742902564.929999,688.9,,,1062.95,310.0,50.75,697.0,0.0,742.5,695.0,18-Mar-2025 15:09:54,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSINDBK,INDUSINDBKEQN,680.5,0.4576321228225602,0.0,11094376.0,7525426184.559999,677.4,28-Jun-2024,DIVIDEND - RS 16.50 PER SHARE,1576.35,606.0,3.1000000000000227,685.95,0.0,686.8,670.6,18-Mar-2025 15:09:55,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
CDSL,CDSLEQN,1120.5,5.8873558873558824,0.0,6739240.0,7433988251.599999,1058.2,23-Aug-2024,BONUS 1:1,1989.8,811.0,62.299999999999955,1062.0,0.0,1122.0,1062.0,18-Mar-2025 15:09:54,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJFINSV,BAJAJFINSVEQN,1844.25,-1.4613165206240601,0.0,3965221.0,7332565977.62,1871.6,21-Jun-2024,DIVIDEND - RE 1 PER SHARE,2029.9,1419.05,-27.34999999999991,1900.0,0.0,1907.85,1833.25,18-Mar-2025 15:09:55,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,VBLEQN,532.3,4.938393297190726,0.0,13651074.0,7198484341.68,507.25,12-Sep-2024,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 5/- PER SHARE TO RS 2/- PER SHARE,681.12,419.55,25.049999999999955,514.25,0.0,536.0,512.75,18-Mar-2025 15:09:49,Most Active by Value,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
SELECTIPO,,,2.31,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Mirae Asset Mutual Fund - Mirae Asset BSE Select IPO ETF,936433.0,2307.0,405.9094061551799,2307.0,405.9094061551799,40.36,377.56978,,,,,,,,,,,,,,,,,,
EQUAL200,,,2.21,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Mirae Asset Mutual Fund - Mirae Asset BSE 200 Equal Weight ETF,3432713.0,21997.0,156.05368913942812,21997.0,156.05368913942812,11.57,397.16489,,,,,,,,,,,,,,,,,,
AXISBNKETF,,,1.6,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",AXIS MUTUAL FUND - Axis NIFTY Bank ETF,53213.0,504.0,105.49762093576527,397.0,133.97029204431018,502.81,267.70396,,,,,,,,,,,,,,,,,,
BANKIETF,,,2.12,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",ICICI Prudential Nifty Bank ETF - NIFTY BANK INDEX,7889566.0,123682.0,63.78881103728415,457164.0,17.25761613494317,50.19,3943.20508,,,,,,,,,,,,,,,,,,
GROWWN200,,,0.9,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Groww Mutual Fund - Groww Nifty 200 ETF,10511986.0,187805.0,55.97269729976103,902307.0,11.650110971001249,10.06,1056.45459,,,,,,,,,,,,,,,,,,
MOGSEC,,,0.39,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Motilal Oswal Mutual Fund - Motilal Oswal 5 Year G Sec ETF - Growth,88149.0,2792.0,31.569729962037105,4223.0,20.872066867141807,59.6,52.30761,,,,,,,,,,,,,,,,,,
ARVEE,,,1.11,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Arvee Laboratories (India) Limited,3185.0,112.0,28.38680926916221,295.0,10.785641720284456,143.0,4.40103,,,,,,,,,,,,,,,,,,
MASTEK,,,15.47,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Mastek Limited,4395851.0,158462.0,27.74065645856683,158773.0,27.686231805101468,2440.05,105694.72061,,,,,,,,,,,,,,,,,,
NBIFIN,,,-0.5,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",N. B. I. Industrial Finance Company Limited,2107.0,105.0,19.990512333965846,97.0,21.699279093717816,2360.05,49.66767,,,,,,,,,,,,,,,,,,
SETFNIFBK,,,1.93,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",SBI-ETF Nifty Bank,1063368.0,55978.0,18.99597346128699,42649.0,24.93295286418705,501.46,5315.24494,,,,,,,,,,,,,,,,,,
NIBL,,,4.79,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",NRB Industrial Bearings Limited,111295.0,7378.0,15.083893527051936,11030.0,10.089934090641234,23.63,26.04303,,,,,,,,,,,,,,,,,,
LAXMICOT,,,10.77,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Laxmi Cotspin Limited,260409.0,17477.0,14.899415258213276,55709.0,4.67445116587984,25.5,67.65425,,,,,,,,,,,,,,,,,,
HPAL,,,12.49,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",HP Adhesives Limited,2992126.0,210574.0,14.209326092200966,199834.0,14.972997696096977,50.71,1573.25985,,,,,,,,,,,,,,,,,,
RAYMOND,,,16.54,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Raymond Limited,3867492.0,280513.0,13.787191627922232,268604.0,14.398447086574775,1435.0,53692.00468,,,,,,,,,,,,,,,,,,
PSUBANK,,,1.95,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Kotak Nifty PSU Bank ETF,86856.0,6801.0,12.770687525730754,8855.0,9.80792032250415,586.09,506.70053,,,,,,,,,,,,,,,,,,
TVSELECT,,,15.41,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",TVS Electronics Limited,796312.0,63537.0,12.533004287252192,60476.0,13.167405251670084,320.1,2512.76251,,,,,,,,,,,,,,,,,,
FINCABLES,,,12.65,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Finolex Cables Limited,2345500.0,192767.0,12.167513801607534,215143.0,10.902046126508356,884.5,20579.8861,,,,,,,,,,,,,,,,,,
BANKNIFTY1,,,1.97,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Kotak Nifty Bank ETF,851481.0,71266.0,11.947860422302796,97465.0,8.736202852692944,506.74,4303.47012,,,,,,,,,,,,,,,,,,
KILITCH,,,4.3,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Kilitch Drugs (India) Limited,45431.0,3948.0,11.506179718366933,4670.0,9.727015800967756,334.75,150.19488,,,,,,,,,,,,,,,,,,
MUKTAARTS,,,2.2,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Mukta Arts Limited,112476.0,9783.0,11.496146691469573,36491.0,3.082268924373755,67.68,75.93254,,,,,,,,,,,,,,,,,,
ZIMLAB,,,0.22,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Zim Laboratories Limited,877511.0,76444.0,11.479135053110774,94791.0,9.257314241526894,80.72,709.64314,,,,,,,,,,,,,,,,,,
KHANDSE,,,10.8,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Khandwala Securities Limited,191800.0,16972.0,11.300966297431064,24116.0,7.953226073975784,23.5,43.90302,,,,,,,,,,,,,,,,,,
RATNAMANI,,,8.5,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",Ratnamani Metals & Tubes Limited,458940.0,41277.0,11.118432847030094,52003.0,8.825141288023737,2700.4,12476.55926,,,,,,,,,,,,,,,,,,
MOM30IETF,,,2.75,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",ICICI Prudential Mutual Fund -  ICICI Pru Nifty 200 Momentum 30 ETF,16451382.0,1503477.0,10.942219558176324,1474883.0,11.154358058580614,27.99,4570.19391,,,,,,,,,,,,,,,,,,
UTIBANKETF,,,2.38,,,,,,,,,,,,,,,Volume Gainers,"symbol, companyName, volume, week1AvgVolume, week1volChange, week2AvgVolume, week2volChange, ltp, pChange, turnover",UTI Nifty Bank ETF,7320143.0,700474.0,10.450258881547201,525799.0,13.921917824632526,50.67,3688.62005,,,,,,,,,,,,,,,,,,
IDEA,IDEAEQN,7.1,2.3054755043227555,0.0,252764499.0,1774406782.9799998,6.94,20-Aug-2024,ANNUAL GENERAL MEETING,19.18,6.61,0.15999999999999925,6.96,0.0,7.1,6.96,18-Mar-2025 15:09:54,Most Active by Volume,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
OLAELEC,OLAELECEQN,52.3,11.442574046452156,0.0,175675531.0,9140397877.93,46.93,,,157.4,46.37,5.369999999999997,46.37,0.0,54.37,46.37,18-Mar-2025 15:09:52,Most Active by Volume,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
EASEMYTRIP,EASEMYTRIPEQN,12.9,6.876553438276719,0.0,85993413.0,1087816674.45,12.07,29-Nov-2024,BONUS 1:1,23.9,10.8,0.8300000000000001,12.1,0.0,12.91,12.01,18-Mar-2025 15:09:51,Most Active by Volume,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
YESBANK,YESBANKEQN,16.43,1.9863438857852282,0.0,71982689.0,1173317830.7,16.11,03-Jun-2019, ANNUAL GENERAL MEETING/ DIVIDEND - RS 2 PER SHARE,28.55,16.02,0.3200000000000003,16.18,0.0,16.45,16.16,18-Mar-2025 15:09:52,Most Active by Volume,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
ZOMATO,ZOMATOEQN,217.54,6.799548333251507,0.0,67804917.0,14437700976.810001,203.69,,,304.7,146.3,13.849999999999994,204.28,0.0,217.64,204.28,18-Mar-2025 15:09:54,Most Active by Volume,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
GTLINFRA,GTLINFRAEQN,1.49,0.6756756756756763,0.0,54578222.0,80775768.56,1.48,21-Sep-2015, ANNUAL GENERAL MEETING,4.33,1.4,0.010000000000000009,1.49,0.0,1.51,1.45,18-Mar-2025 15:09:54,Most Active by Volume,"symbol, identifier, lastPrice, pChange, quantityTraded, totalTradedVolume, totalTradedValue, previousClose, exDate, purpose, yearHigh, yearLow, change, open, closePrice, dayHigh, dayLow, lastUpdateTime",,,,,,,,,,,,,,,,,,,,,,,,,,
